Accession,Release_Date,Length,Geo_Location,USA,Isolation_Source,Collection_Date
MT831191,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-09
MT831192,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-09
MT831193,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-06
MT831194,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-08
MT831195,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-02
MT831196,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-06
MT831197,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT831198,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831199,2020-08-04T00:00:00Z,29859,"USA: Washington,Pierce County",WA,,2020-06-09
MT831200,2020-08-04T00:00:00Z,29847,"USA: Washington,Yakima County",WA,,2020-06-02
MT831201,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831202,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-06
MT831203,2020-08-04T00:00:00Z,29857,"USA: Washington,Benton County",WA,,2020-06-04
MT831204,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-04
MT831205,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831206,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831207,2020-08-04T00:00:00Z,29869,"USA: Washington,Franklin County",WA,,2020-06-03
MT831208,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-06-07
MT831209,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-03
MT831210,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-05
MT831211,2020-08-04T00:00:00Z,29871,"USA: Washington,Yakima County",WA,,2020-06-08
MT831212,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831213,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-05
MT831214,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831215,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831216,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-09
MT831217,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831218,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831219,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831220,2020-08-04T00:00:00Z,29855,"USA: Washington,King County",WA,,2020-06-10
MT831221,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-06
MT831222,2020-08-04T00:00:00Z,29852,"USA: Washington,Kittitas County",WA,,2020-06-05
MT831223,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-02
MT831224,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-06-09
MT831225,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-09
MT831226,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831227,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-03
MT831228,2020-08-04T00:00:00Z,29797,"USA: Washington,Yakima County",WA,,2020-06-08
MT831229,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831230,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831231,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831232,2020-08-04T00:00:00Z,29859,"USA: Washington,Pierce County",WA,,2020-06-09
MT831233,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831234,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831235,2020-08-04T00:00:00Z,29840,"USA: Washington,Yakima County",WA,,2020-06-09
MT831236,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-03
MT831237,2020-08-04T00:00:00Z,29878,"USA: Washington,Franklin County",WA,,2020-06-10
MT831238,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831239,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-09
MT831240,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831241,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-04
MT831242,2020-08-04T00:00:00Z,29853,"USA: Washington,Yakima County",WA,,2020-06-08
MT831243,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831244,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831245,2020-08-04T00:00:00Z,29876,"USA: Washington,Yakima County",WA,,2020-06-08
MT831246,2020-08-04T00:00:00Z,29871,"USA: Washington,Yakima County",WA,,2020-06-07
MT831247,2020-08-04T00:00:00Z,29800,"USA: Washington,Yakima County",WA,,2020-06-08
MT831248,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831249,2020-08-04T00:00:00Z,29856,"USA: Washington,Pierce County",WA,,2020-06-09
MT831250,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-06
MT831251,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-09
MT831252,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-04
MT831253,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-09
MT831254,2020-08-04T00:00:00Z,29860,"USA: Washington,Whatcom County",WA,,2020-06-09
MT831255,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT831256,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-07
MT831257,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-07
MT831258,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-06-09
MT831259,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-04
MT831260,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-05
MT831261,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-04
MT831262,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-08
MT831263,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831264,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-03
MT831265,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-06
MT831266,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-04
MT831267,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-05
MT831268,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-07
MT831269,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-09
MT831270,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831271,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831272,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-09
MT831273,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-05
MT831274,2020-08-04T00:00:00Z,29868,"USA: Washington,Whatcom County",WA,,2020-06-08
MT831275,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831276,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-06-09
MT831277,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-03
MT831278,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-04
MT831279,2020-08-04T00:00:00Z,29878,"USA: Washington,Yakima County",WA,,2020-06-09
MT831280,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-06-03
MT831281,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831282,2020-08-04T00:00:00Z,29839,"USA: Washington,Spokane County",WA,,2020-06-09
MT831283,2020-08-04T00:00:00Z,29839,"USA: Washington,Yakima County",WA,,2020-06-05
MT831284,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-10
MT831285,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-08
MT831286,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-04
MT831287,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-08
MT831288,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-08
MT831289,2020-08-04T00:00:00Z,29854,"USA: Washington,Yakima County",WA,,2020-06-08
MT831290,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-06
MT831291,2020-08-04T00:00:00Z,29839,"USA: Washington,Yakima County",WA,,2020-06-05
MT831292,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831293,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-03
MT831294,2020-08-04T00:00:00Z,29835,"USA: Washington,Franklin County",WA,,2020-06-03
MT831295,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-05
MT831296,2020-08-04T00:00:00Z,29875,"USA: Washington,Yakima County",WA,,2020-06-03
MT831297,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-08
MT831298,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-04
MT831299,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-03
MT831300,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-08
MT831301,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-09
MT831302,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831303,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-04
MT831304,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-10
MT831305,2020-08-04T00:00:00Z,29865,"USA: Washington,Yakima County",WA,,2020-06-07
MT831306,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831307,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-04
MT831308,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-02
MT831309,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831310,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831311,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831312,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-03
MT831313,2020-08-04T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-06-03
MT831314,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831315,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-05
MT831316,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-02
MT831317,2020-08-04T00:00:00Z,29836,"USA: Washington,Yakima County",WA,,2020-06-08
MT831318,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-08
MT831319,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-06
MT831320,2020-08-04T00:00:00Z,29874,"USA: Washington,Yakima County",WA,,2020-06-04
MT831321,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-03
MT831322,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831323,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831324,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831325,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-05
MT831326,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831327,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-05
MT831328,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT831329,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831330,2020-08-04T00:00:00Z,29852,"USA: Washington,Yakima County",WA,,2020-06-03
MT831331,2020-08-04T00:00:00Z,29864,"USA: Washington,Yakima County",WA,,2020-06-09
MT831332,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-04
MT831333,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831334,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-06
MT831335,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831336,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-05
MT831337,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-09
MT831338,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-08
MT831339,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-05
MT831340,2020-08-04T00:00:00Z,29849,"USA: Washington,Yakima County",WA,,2020-06-09
MT831341,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831342,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-05
MT831343,2020-08-04T00:00:00Z,29843,"USA: Washington,Yakima County",WA,,2020-06-05
MT831344,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831345,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-03
MT831346,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-04
MT831347,2020-08-04T00:00:00Z,29868,"USA: Washington,Asotin County",WA,,2020-06-08
MT831348,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-05
MT831349,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-05
MT831350,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831351,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-08
MT831352,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-06-09
MT831353,2020-08-04T00:00:00Z,29877,"USA: Washington,Yakima County",WA,,2020-06-08
MT831354,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-10
MT831355,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-05
MT831356,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-06-06
MT831357,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-04
MT831358,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-05
MT831359,2020-08-04T00:00:00Z,29876,"USA: Washington,Franklin County",WA,,2020-06-09
MT831360,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-03
MT831361,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-10
MT831362,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831363,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-03
MT831364,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-07
MT831365,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-08
MT831366,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-07
MT831367,2020-08-04T00:00:00Z,29867,"USA: Washington,Whatcom County",WA,,2020-06-08
MT831368,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-09
MT831369,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831370,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-03
MT831371,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-08
MT831372,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-03
MT831373,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-08
MT831374,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-02
MT831375,2020-08-04T00:00:00Z,29862,"USA: Washington,Yakima County",WA,,2020-06-05
MT831376,2020-08-04T00:00:00Z,29753,"USA: Washington,Snohomish County",WA,,2020-06-08
MT831377,2020-08-04T00:00:00Z,29861,"USA: Washington,Yakima County",WA,,2020-06-09
MT831378,2020-08-04T00:00:00Z,29879,"USA: Washington,Yakima County",WA,,2020-06-04
MT831379,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-08
MT831380,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-06-09
MT831381,2020-08-04T00:00:00Z,29848,"USA: Washington,Yakima County",WA,,2020-06-09
MT831382,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-02
MT831383,2020-08-04T00:00:00Z,29837,"USA: Washington,Snohomish County",WA,,2020-06-08
MT831384,2020-08-04T00:00:00Z,29856,"USA: Washington,Snohomish County",WA,,2020-06-08
MT831385,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831386,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-03
MT831387,2020-08-04T00:00:00Z,29823,"USA: Washington,Yakima County",WA,,2020-06-03
MT831388,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-09
MT831389,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-03
MT831390,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831391,2020-08-04T00:00:00Z,29857,"USA: Washington,Whatcom County",WA,,2020-06-08
MT831392,2020-08-04T00:00:00Z,29848,"USA: Washington,Yakima County",WA,,2020-06-04
MT831393,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-08
MT831394,2020-08-04T00:00:00Z,29852,"USA: Washington,Yakima County",WA,,2020-06-09
MT831395,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-03
MT831396,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831397,2020-08-04T00:00:00Z,29849,"USA: Washington,Yakima County",WA,,2020-06-08
MT831398,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-08
MT831399,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-07
MT831400,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-05
MT831402,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831403,2020-08-04T00:00:00Z,29853,"USA: Washington,Yakima County",WA,,2020-06-07
MT831404,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831405,2020-08-04T00:00:00Z,29868,"USA: Washington,Snohomish County",WA,,2020-06-08
MT831406,2020-08-04T00:00:00Z,29872,"USA: Washington,Yakima County",WA,,2020-06-08
MT831407,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-08
MT831408,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-02
MT831409,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-09
MT831410,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-09
MT831411,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-04
MT831412,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831413,2020-08-04T00:00:00Z,29846,"USA: Washington,Yakima County",WA,,2020-06-08
MT831414,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-08
MT831415,2020-08-04T00:00:00Z,29855,"USA: Washington,Yakima County",WA,,2020-06-08
MT831416,2020-08-04T00:00:00Z,29857,"USA: Washington,Franklin County",WA,,2020-06-09
MT831417,2020-08-04T00:00:00Z,29867,"USA: Washington,Yakima County",WA,,2020-06-08
MT831418,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-10
MT831419,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831420,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-05
MT831421,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-08
MT831422,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-05
MT831423,2020-08-04T00:00:00Z,29858,"USA: Washington,Franklin County",WA,,2020-06-10
MT831424,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-10
MT831425,2020-08-04T00:00:00Z,29868,"USA: Washington,Benton County",WA,,2020-06-09
MT831426,2020-08-04T00:00:00Z,29857,"USA: Washington,Franklin County",WA,,2020-06-09
MT831427,2020-08-04T00:00:00Z,29859,"USA: Washington,Yakima County",WA,,2020-06-10
MT831428,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-06-10
MT831429,2020-08-04T00:00:00Z,29869,"USA: Washington,Yakima County",WA,,2020-06-02
MT831430,2020-08-04T00:00:00Z,29770,"USA: Washington,Yakima County",WA,,2020-06-08
MT831431,2020-08-04T00:00:00Z,29870,"USA: Washington,Yakima County",WA,,2020-06-04
MT831432,2020-08-04T00:00:00Z,29860,"USA: Washington,Yakima County",WA,,2020-06-03
MT831433,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-10
MT831434,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-02
MT831435,2020-08-04T00:00:00Z,29858,"USA: Washington,Yakima County",WA,,2020-06-06
MT831436,2020-08-04T00:00:00Z,29863,"USA: Washington,Yakima County",WA,,2020-06-07
MT831437,2020-08-04T00:00:00Z,29857,"USA: Washington,Yakima County",WA,,2020-06-09
MT831438,2020-08-04T00:00:00Z,29856,"USA: Washington,Yakima County",WA,,2020-06-08
MT831439,2020-08-04T00:00:00Z,29873,"USA: Washington,Yakima County",WA,,2020-06-10
MT831440,2020-08-04T00:00:00Z,29850,"USA: Washington,Franklin County",WA,,2020-06-09
MT831441,2020-08-04T00:00:00Z,29868,"USA: Washington,Yakima County",WA,,2020-06-08
MT831442,2020-08-04T00:00:00Z,29860,"USA: Washington,Benton County",WA,,2020-06-09
