Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/WA-UW-1722/2020	EPI_ISL_424234	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1733/2020	EPI_ISL_424235	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1732/2020	EPI_ISL_424236	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1739/2020	EPI_ISL_424237	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1741/2020	EPI_ISL_424238	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1750/2020	EPI_ISL_424239	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1730/2020	EPI_ISL_424240	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1735/2020	EPI_ISL_424241	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1753/2020	EPI_ISL_424242	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1756/2020	EPI_ISL_424243	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1770/2020	EPI_ISL_424244	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1762/2020	EPI_ISL_424245	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1758/2020	EPI_ISL_424246	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1760/2020	EPI_ISL_424247	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1785/2020	EPI_ISL_424250	3/19/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1801/2020	EPI_ISL_424251	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1840/2020	EPI_ISL_424252	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1792/2020	EPI_ISL_424253	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1796/2020	EPI_ISL_424254	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	G
hCoV-19/USA/WA-UW-1774/2020	EPI_ISL_424256	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1775/2020	EPI_ISL_424257	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.1	GR
hCoV-19/USA/WA-UW-1778/2020	EPI_ISL_424258	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1797/2020	EPI_ISL_424259	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1779/2020	EPI_ISL_424260	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown	Insertion of 4 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/WA-UW-1784/2020	EPI_ISL_424261	3/21/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1782/2020	EPI_ISL_424262	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1799/2020	EPI_ISL_424263	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1805/2020	EPI_ISL_424264	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1828/2020	EPI_ISL_424269	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1831/2020	EPI_ISL_424270	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-1827/2020	EPI_ISL_424271	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1826/2020	EPI_ISL_424273	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1821/2020	EPI_ISL_424275	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1822/2020	EPI_ISL_424276	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1866/2020	EPI_ISL_424278	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.2	GH
hCoV-19/USA/WA-UW-1850/2020	EPI_ISL_424279	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1868/2020	EPI_ISL_424280	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.4	O
hCoV-19/USA/WA-UW-1864/2020	EPI_ISL_424281	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1835/2020	EPI_ISL_424282	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1863/2020	EPI_ISL_424284	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1843/2020	EPI_ISL_424287	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1846/2020	EPI_ISL_424288	3/22/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1860/2020	EPI_ISL_424289	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1853/2020	EPI_ISL_424290	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1854/2020	EPI_ISL_424291	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1855/2020	EPI_ISL_424292	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1870/2020	EPI_ISL_424293	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1872/2020	EPI_ISL_424294	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-1905/2020	EPI_ISL_424295	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1919/2020	EPI_ISL_424296	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1913/2020	EPI_ISL_424297	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1920/2020	EPI_ISL_424298	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-1904/2020	EPI_ISL_424299	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2072/2020	EPI_ISL_426079	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown	Gap of 2 nucleotides when compared to the reference sequence.	info	B.1.21	GH
hCoV-19/USA/WA-UW-2074/2020	EPI_ISL_426080	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2078/2020	EPI_ISL_426081	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2082/2020	EPI_ISL_426082	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2087/2020	EPI_ISL_426083	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2091/2020	EPI_ISL_426084	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2094/2020	EPI_ISL_426085	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2100/2020	EPI_ISL_426086	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2104/2020	EPI_ISL_426087	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2108/2020	EPI_ISL_426089	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2112/2020	EPI_ISL_426090	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2119/2020	EPI_ISL_426091	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2131/2020	EPI_ISL_426092	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2132/2020	EPI_ISL_426093	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2137/2020	EPI_ISL_426094	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	G
hCoV-19/USA/WA-UW-2140/2020	EPI_ISL_426095	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2141/2020	EPI_ISL_426096	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2142/2020	EPI_ISL_426097	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown	Insertion of 1 nucleotides when compared to the reference sequence. Gap of 4 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/WA-UW-2144/2020	EPI_ISL_426098	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2145/2020	EPI_ISL_426099	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2230/2020	EPI_ISL_426120	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2232/2020	EPI_ISL_426121	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2234/2020	EPI_ISL_426122	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2235/2020	EPI_ISL_426123	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown	Insertion of 3 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/WA-UW-2236/2020	EPI_ISL_426124	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2238/2020	EPI_ISL_426125	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-2240/2020	EPI_ISL_426126	3/26/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-2244/2020	EPI_ISL_426127	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.2	GH
hCoV-19/USA/WA-UW-2245/2020	EPI_ISL_426128	3/25/2020	North America / USA / Washington	Human	Original			unknown	unknown	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/WA-UW-2247/2020	EPI_ISL_426129	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2249/2020	EPI_ISL_426130	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2250/2020	EPI_ISL_426131	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-2253/2020	EPI_ISL_426132	3/24/2020	North America / USA / Washington	Human	Original			unknown	unknown	Insertion of 3 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/WA-UW-2258/2020	EPI_ISL_426133	3/23/2020	North America / USA / Washington	Human	Original			unknown	unknown			A.1	S
hCoV-19/USA/WA-UW-4404/2020	EPI_ISL_426135	3/30/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1.21	GH
hCoV-19/USA/WA-UW-4406/2020	EPI_ISL_426136	3/31/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-UW-4407/2020	EPI_ISL_426137	3/31/2020	North America / USA / Washington	Human	Original			unknown	unknown			B.1	GH
hCoV-19/USA/WA-S259/2020	EPI_ISL_430113	3/4/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S260/2020	EPI_ISL_430114	3/12/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S261/2020	EPI_ISL_430115	3/30/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S262/2020	EPI_ISL_430116	3/16/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.3	S
hCoV-19/USA/WA-S263/2020	EPI_ISL_430117	3/5/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S264/2020	EPI_ISL_430118	3/3/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S265/2020	EPI_ISL_430119	3/5/2020	North America / USA / Washington / Snohomish County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S267/2020	EPI_ISL_430121	3/31/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S268/2020	EPI_ISL_430122	3/5/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S269/2020	EPI_ISL_430123	3/10/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S270/2020	EPI_ISL_430124	3/6/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S271/2020	EPI_ISL_430125	3/31/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S272/2020	EPI_ISL_430126	2/26/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S273/2020	EPI_ISL_430127	3/12/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S274/2020	EPI_ISL_430128	3/8/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S275/2020	EPI_ISL_430129	3/6/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S276/2020	EPI_ISL_430130	4/1/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S277/2020	EPI_ISL_430131	2/22/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S278/2020	EPI_ISL_430132	3/17/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.3	S
hCoV-19/USA/WA-S279/2020	EPI_ISL_430133	3/4/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S280/2020	EPI_ISL_430134	3/9/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S281/2020	EPI_ISL_430135	2/29/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S282/2020	EPI_ISL_430136	3/10/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S283/2020	EPI_ISL_430137	3/21/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S286/2020	EPI_ISL_430140	3/15/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S287/2020	EPI_ISL_430141	3/6/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S288/2020	EPI_ISL_430142	3/6/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S289/2020	EPI_ISL_430143	3/23/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.26	GH
hCoV-19/USA/WA-S292/2020	EPI_ISL_430146	3/5/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S293/2020	EPI_ISL_430147	4/1/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1	GH
hCoV-19/USA/WA-S294/2020	EPI_ISL_430148	3/23/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.26	GH
hCoV-19/USA/WA-S295/2020	EPI_ISL_430149	3/31/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.26	GH
hCoV-19/USA/WA-S296/2020	EPI_ISL_430150	3/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S297/2020	EPI_ISL_430151	3/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S298/2020	EPI_ISL_430152	3/5/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S299/2020	EPI_ISL_430153	3/31/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S300/2020	EPI_ISL_430154	3/25/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.21	GH
hCoV-19/USA/WA-S301/2020	EPI_ISL_430155	3/14/2020	North America / USA / Washington / Pierce County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S302/2020	EPI_ISL_430156	3/4/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S123/2020	EPI_ISL_430160	2/29/2020	North America / USA / Washington	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S124/2020	EPI_ISL_430161	3/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S125/2020	EPI_ISL_430162	3/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S126/2020	EPI_ISL_430163	3/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S127/2020	EPI_ISL_430164	3/13/2020	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			A.1	S
